"fixture","executor","tier","adapter","entities","render lanes","contacts","predicate matches","simulation p95 ms","transport p95 ms","pack p95 ms","adapter p95 ms","end-to-end p95 margin ms","peak memory bytes","last successful plateau","outcome","failure class","revision"
"rules-masked-update-none","interpreter-native","simulation-only","none","1000","0","0","0","1.038","","","","15.629","6750208","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-masked-update-none","interpreter-wasm","touhou-pack","none","1000","0","0","0","1.400","0.100","0.000","","15.267","5111808","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-masked-update-none","interpreter-native","touhou-pack","none","1000","0","0","0","1.014","0.012","0.000","","15.643","6635520","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-all","interpreter-wasm","byo-transport","none","1000","2000","0","2000","5.700","0.200","","","10.867","152764416","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-all","interpreter-native","byo-transport","none","1000","2000","0","2000","3.676","0.021","","","12.973","370098176","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-all","interpreter-wasm","simulation-only","none","1000","2000","0","2000","6.300","","","","10.367","257884160","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-all","interpreter-native","simulation-only","none","1000","2000","0","2000","3.755","","","","12.912","370343936","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-all","interpreter-wasm","touhou-pack","none","1000","2000","0","2000","5.700","0.200","0.300","","10.667","152764416","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-all","interpreter-native","touhou-pack","none","1000","2000","0","2000","3.742","0.022","0.150","","12.766","370655232","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-wasm","byo-transport","none","1000","1000","0","1000","3.600","0.100","","","13.067","79036416","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-native","byo-transport","none","1000","1000","0","1000","2.428","0.016","","","14.224","188694528","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-wasm","simulation-only","none","1000","1000","0","1000","3.700","","","","12.967","131596288","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-native","simulation-only","none","1000","1000","0","1000","2.346","","","","14.321","190119936","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-wasm","touhou-pack","none","1000","1000","0","1000","3.600","0.100","0.200","","12.867","79036416","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-half","interpreter-native","touhou-pack","none","1000","1000","0","1000","2.459","0.018","0.078","","14.117","189218816","1000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"rules-render-only-none","interpreter-wasm","byo-transport","none","1000","0","0","0","1.400","0.100","","","15.267","5111808","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-none","interpreter-native","byo-transport","none","1000","0","0","0","0.962","0.011","","","15.693","6176768","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-none","interpreter-wasm","simulation-only","none","1000","0","0","0","1.400","","","","15.267","5111808","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-none","interpreter-native","simulation-only","none","1000","0","0","0","0.970","","","","15.697","6799360","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-none","interpreter-wasm","touhou-pack","none","1000","0","0","0","1.400","0.100","0.000","","15.267","5111808","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"rules-render-only-none","interpreter-native","touhou-pack","none","1000","0","0","0","0.975","0.011","0.000","","15.682","6389760","1000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-wasm","byo-transport","none","10000","10000","0","10000","23.000","0.700","","","-6.933","746717184","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-native","byo-transport","none","10000","10000","0","10000","17.234","0.137","","","-0.705","1842659328","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-wasm","host-draw","web-canvas2d","10000","10000","0","10000","23.800","0.700","1.200","33.400","-41.833","746651648","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-wasm","simulation-only","none","10000","10000","0","10000","23.800","","","","-7.133","1256783872","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-native","simulation-only","none","10000","10000","0","10000","17.024","","","","-0.357","1845100544","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-wasm","touhou-pack","none","10000","10000","0","10000","23.000","0.700","1.100","","-8.133","746717184","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-10k","interpreter-native","touhou-pack","none","10000","10000","0","10000","17.005","0.132","0.544","","-1.002","1845624832","10000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"corner-render-collision-rules-normal","interpreter-wasm","byo-transport","none","10000","10000","2500","20000","102.600","0.700","","","-86.533","770506752","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-native","byo-transport","none","10000","10000","2500","20000","82.477","0.201","","","-65.973","1874477056","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-wasm","host-draw","web-canvas2d","10000","10000","2500","20000","103.600","0.800","1.200","34.400","-122.333","770179072","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-wasm","simulation-only","none","10000","10000","2500","20000","100.600","","","","-83.933","1275199488","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-native","simulation-only","none","10000","10000","2500","20000","82.502","","","","-65.835","1886027776","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-wasm","touhou-pack","none","10000","10000","2500","20000","102.800","0.800","1.200","","-87.833","770506752","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"corner-render-collision-rules-normal","interpreter-native","touhou-pack","none","10000","10000","2500","20000","82.820","0.206","0.584","","-66.826","1882554368","10000","success","","c6f5559e766bcde3bf25ba67640c67ec3a72b1f1"
"bullets-100k","interpreter-native","byo-transport","none","100000","100000","0","100000","218.015","1.929","","","-203.105","6804799488","100000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-100k","interpreter-native","simulation-only","none","100000","100000","0","100000","216.700","","","","-200.033","6249398272","100000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
"bullets-100k","interpreter-native","touhou-pack","none","100000","100000","0","100000","214.818","1.926","6.189","","-206.041","7050952704","100000","success","","574c25e8a98ef3d04bbea7fad248f1c37068c4d5"
